
"RES#","T","Rock unit","C","Comp","Craton","Slat","Slon","Age","B","N","P","R%","D","I","alfa95","k","Plat","Plon","A95","AV","Authors","Journal","Year","Vol","Pages","DOI"
"10574","s","Hakatai shale, lower member","CA","","Laurentia-Yavapai","36.1","248.1","1200","27","?","N","0","238.1","23.3","4.7","36.4","-17.1","187.8","3.7","4","Larson, E.E., Reynolds, R., Hoblitt, R.","Geol. Soc. Am. Bull.","1973","84","3231-3248","http://dx.doi.org/10.1130/0016-7606(1973)84<3231:NVAPPP>2.0.CO;2"
"1717","m","Shelley Lake granite","CA","2","Laurentia-Superior","48.4","268.7","1200","1","13*","R","100","70.3","-27.8","9.4","20.1","-1.3","202.9","8","1","Dunlop, D.J.","Can. J. Earth Sci.","1984","21","869-878","http://dx.doi.org/10.1139/e84-093"
"170","s","Pilcher quartzite, lower-upper part","US","","Laurentia-Wyoming","47.1","245.6","1204","1","8*","N","0","256.3","35.0","14.1","16.4","5.1","178.6","12.3","2","Elston, D.P., Bressler, S.L.","J. Geophys. Res.","1980","85","339-355","http://dx.doi.org/10.1029/JB085iB01p00339"
"100382","s","Strathcona Sound formation","CA","","Laurentia-Rae","73.2","275.0","1215","22","63","M","23","253.9","25.1","3.7","70.4","8.0","204.4","3","3","Fahrig, W.F., Christie, K.W., Jones, D.L.","Geol. Surv. Can. Paper","1981","81-10","303-312",""
"5845","i","Schefferville dyke","CA","","Laurentia-Superior","54.8","293.2","1225","4","15","N","0","260.0","37.0","3.0","731.0","11.0","223.5","2.7","1","Fahrig, W.F.","Geol. Surv. Can. Paper","1976","76-1B","153-155",""
"2174","i","Sudbury dykes","CA","Primary","Laurentia-Grenville","46.3","278.6","1235","38","152","N","0","264.8","1.7","4.7","27.5","-2.9","193.9","3.3","5","Palmer, H.C., Merz, B.A., Hayatsu, A.","Can. J. Earth Sci.","1977","14","1867-1887",""
"2229","i","Sudbury dykes","CA","","Laurentia-Superior","46.9","279.8","1237","3","14","N","0","267.0","13.0","13.0","85.0","3.0","196.0","9.9","3","Stupavsky, M., Symons, D.T.A.","Can. J. Earth Sci.","1982","19","698-708","http://dx.doi.org/10.1139/e82-059"
"3496","i","Sudbury dykes","CA","","Laurentia-Superior","47.0","278.0","1237","22","37","N","0","264.1","1.0","13.2","4.0","-3.8","193.5","9.3","2","Fahrig, W.F., Gaucher, E.H., Larochelle, A.","Can. J. Earth Sci.","1965","2","278-298","http://dx.doi.org/10.1139/e65-023"
"3579","i","Sudbury dyke","CA","","Laurentia-Superior","46.5","279.0","1237","2","13*","N","0","258.0","-1.0","7.0","35.0","-8.0","197.0","5.3","3","Sopher, S.R.","Geol. Surv. Can. Bull.","1963","90","34pp.",""
"2175","i","Sudbury dykes (comb.)","CA","","Laurentia-Grenville","46.3","278.6","1237","52","205","N","0","265.2","2.3","3.5","11.7","-2.5","192.8","2.5","5","Palmer, H.C., Merz, B.A., Hayatsu, A.","Can. J. Earth Sci.","1977","14","1867-1887",""
"3407","i","Sudbury dykes","CA","","Laurentia-Grenville","46.4","278.5","1237","11","53","N","0","268.0","-1.0","3.0","52.0","-2.0","189.0","2.1","3","Larochelle, A.","Can. J. Earth Sci.","1967","4","323-332","http://dx.doi.org/10.1139/e67-015"
"142","m","Tudor gabbro","CA","A","Laurentia-Grenville","44.7","282.3","1240","8","42","N","0","326.0","-46.0","4.8","132.0","12.0","133.0","4.9","3","Dunlop, D.J., Hyobo, H., Knight, T., Steele, A.G.","Geophys. JRAS","1985","83","699-720","http://dx.doi.org/10.1111/j.1365-246X.1985.tb04333.x"
"17090","i","Mealy dykes A -C","CA","A","Laurentia-Grenville","53.4","301.2","1240","20","109","C","86","275.1","-50.6","5.2","26.4","-21.9","187.6","5.7","4","Park, J.K., Emslie, R.F.","Can. J. Earth Sci.","1983","20","1818-1833","http://dx.doi.org/10.1139/e83-173"
"2604","m","Tudor gabbro","CA","","Laurentia-Grenville","44.7","282.3","1240","10","42","N","0","324.2","-36.7","7.7","40.1","17.1","137.9","6.8","2","Palmer, H.C., Carmichael, C.M.","Can. J. Earth Sci.","1973","10","1175-1190","http://dx.doi.org/10.1139/e73-104"
"11116","m","Sudbury breccia","CA","B","Laurentia-Superior","46.6","278.8","1240","2","6","M","?","76.1","-21.9","","","-1.0","206.6","10.9","2","Szab?, E., Halls, H.C.","Prec. Res.","2006","150","27-48","http://dx.doi.org/10.1016/j.precamres.2006.07.010"
"1670","i","French River anorthosite","CA","D","Laurentia-Grenville","46.2","279.2","1240","?","6","R","100","93.0","22.0","7.0","93.0","-6.0","179.0","5.5","1","Stupavsky, M., Symons, D.T.A.","Can. J. Earth Sci.","1982","19","819-828","http://dx.doi.org/10.1139/e82-068"
"1709","i","Mealy dykes A -R","CA","A","Laurentia-Grenville","53.4","301.2","1240","20","94","R","100","95.2","52.0","4.9","46.0","-22.9","186.6","5.6","4","Park, J.K., Emslie, R.F.","Can. J. Earth Sci.","1983","20","1818-1833","http://dx.doi.org/10.1139/e83-173"
"17091","i","Mealy dykes A -N","CA","A","Laurentia-Grenville","53.4","301.2","1240","10","15","N","0","275.0","-47.7","13.6","14.0","-20.1","170.6","14.3","3","Park, J.K., Emslie, R.F.","Can. J. Earth Sci.","1983","20","1818-1833","http://dx.doi.org/10.1139/e83-173"
"100328","m","Elzevirian metamorphics","US","","Laurentia-Grenville","45.0","282.6","1240","2","14*","N","0","322.0","-35.0","18.0","204.0","17.0","140.0","15.7","1","Brett, J.S., Dunlop, D.J.","Earth Plan. Sci. Lett.","2008","266","125-139","http://dx.doi.org/10.1016/j.epsl.2007.11.005"
"5896","s","Marquette Range supergroup","US","ovp.","Laurentia-Superior","46.5","270.0","1250","1","4*","N","0","261.2","45.0","9.8","88.0","13.3","204.8","9.9","1","Books, K.G.","U.S. Geol. Surv. Prof. Paper 760","1972","","1-42",""
"3499","s","Belt supergroup, Grinnell formation","UA","","Laurentia-Wyoming","48.0","246.0","1250","1","9*","N","0","240.0","7.0","16.0","11.8","-17.0","181.0","11.3","1","Runcorn, S.K.","Geol. Soc. Am. Bull.","1964","74","687-704","http://dx.doi.org/10.1130/0016-7606(1964)75[687:PRFPSR]2.0.CO;2"
"5927","s","Bass limestone and Hakatai shale","US","","Laurentia-Yavapai","36.0","248.0","1250","?","10","N","0","205.0","65.0","21.0","6.0","-4.0","232.0","29.8","1","Cox, A., Doell, R.R.","Geol. Soc. Am. Bull.","1960","71","645-768","http://dx.doi.org/10.1130/0016-7606(1960)71[645:ROP]2.0.CO;2"
"3689","s","Grand Canyon series","US","","Laurentia-Yavapai","36.0","248.0","1250","5","67","M","?","237.0","48.0","23.0","12.0","-3.0","203.0","24.3","2","Collinson, D.W., Runcorn, S.K.","Geol. Soc. Am. Bull.","1960","71","915-958","http://dx.doi.org/10.1130/0016-7606(1960)71[915:PWACDE]2.0.CO;2"
"5897","s","Rove slate","US","ovp.","Laurentia-Superior","48.0","270.3","1250","1","5*","N","0","240.9","58.5","20.6","15.0","12.6","226.4","26.3","1","Books, K.G.","U.S. Geol. Surv. Prof. Paper 760","1972","","1-42",""
"3500","s","Hakatai shales","US","","Laurentia-Yavapai","36.0","248.0","1250","1","9*","N","0","224.0","74.0","4.0","152.0","12.0","227.0","7","1","Runcorn, S.K.","Geol. Soc. Am. Bull.","1964","74","687-704","http://dx.doi.org/10.1130/0016-7606(1964)75[687:PRFPSR]2.0.CO;2"
"1615","i","Superior Geotraverse rocks","CA","2","Laurentia-Superior","49.0","268.7","1250","6","51","M","61","71.2","-16.1","15.9","18.7","-5.5","198.3","11.7","3","Dunlop, D.J.","Can. J. Earth Sci.","1979","16","1906-1919","http://dx.doi.org/10.1139/e79-178"
"10575","s","Bass limestone, upper member","CA","","Laurentia-Yavapai","36.1","248.1","1250","33","?","N","0","232.5","37.9","2.0","151.8","-14.7","197.9","1.8","3","Larson, E.E., Reynolds, R., Hoblitt, R.","Geol. Soc. Am. Bull.","1973","84","3231-3248","http://dx.doi.org/10.1130/0016-7606(1973)84<3231:NVAPPP>2.0.CO;2"
"3690","s","Bonito Canyon quartzite","US","","Laurentia-Yavapai","36.0","251.0","1250","?","16","R","100","31.0","-25.0","4.0","19.0","-33.0","214.0","2.8","1","Collinson, D.W., Runcorn, S.K.","Geol. Soc. Am. Bull.","1960","71","915-958","http://dx.doi.org/10.1130/0016-7606(1960)71[915:PWACDE]2.0.CO;2"
"3501","s","Utah and Arizona sedimentary rocks","US","","Laurentia-Yavapai","36.5","249.0","1250","6","72","M","83","43.5","-36.5","21.1","11.1","-20.0","205.5","18.8","2","Runcorn, S.K.","Geol. Soc. Am. Bull.","1964","74","687-704","http://dx.doi.org/10.1130/0016-7606(1964)75[687:PRFPSR]2.0.CO;2"
"2657","i","Seal Lake group basalts","CA","HCR","Laurentia-Nain","54.5","298.0","1259","3","6","N","0","292.0","13.0","20.8","36.0","18.0","194.0","15.1","3","Roy, R.L., Fahrig, W.F.","Can. J. Earth Sci.","1973","10","1279-1301","http://dx.doi.org/10.1139/e73-113"
"2658","s","Seal Lake group redbeds","CA","","Laurentia-Nain","54.5","298.0","1259","10","45","N","0","275.0","5.0","5.6","57.0","5.0","205.0","4.2","4","Roy, R.L., Fahrig, W.F.","Can. J. Earth Sci.","1973","10","1279-1301","http://dx.doi.org/10.1139/e73-113"
"1604","i","Seal Lake group igneous rocks","CA","A","Laurentia-Nain","54.5","298.4","1259","11","61","M","42","291.0","12.0","7.0","41.7","17.0","195.0","5.3","5","Park, J.K., Roy, J.L.","Can. J. Earth Sci.","1979","16","895-912","http://dx.doi.org/10.1139/e79-078"
"100381","i","Nauyat, Adams Sound formations","CA","","Laurentia-Rae","72.7","276.0","1265","12","82","N","0","262.0","7.0","6.1","51.3","1.0","194.7","4.3","2","Fahrig, W.F., Christie, K.W., Jones, D.L.","Geol. Surv. Can. Paper","1981","81-10","303-312",""
"2663","i","Mackenzie diabase (comb.)","CA","","Laurentia-Slave","64.0","250.0","1267","35","150","M","?","262.3","9.6","2.9","34.1","1.0","189.0","2.1","6","Irving, E., Park, J.K., McGlynn, J.C.","Can. J. Earth Sci.","1972","9","744-755","http://dx.doi.org/10.1139/e72-061"
"5917","i","Coppermine group lavas","CA","2","Laurentia-Slave","67.6","243.8","1267","11","63","N","0","214.0","20.0","10.0","23.0","-8.0","210.0","7.6","3","Baragar, W.R.A., Robertson, W.A.","Can. J. Earth Sci.","1973","10","1519-1532","http://dx.doi.org/10.1139/e73-144"
"5920","i","Coppermine group (comb.)","CA","comb.","Laurentia-Slave","67.3","244.0","1267","30","90","N","0","243.0","22.0","6.0","21.0","1.0","183.0","4.6","3","Baragar, W.R.A., Robertson, W.A.","Can. J. Earth Sci.","1973","10","1519-1532","http://dx.doi.org/10.1139/e73-144"
"2081","i","Savage Point sills","CA","","Laurentia-Rae","72.6","263.0","1267","6","43","N","0","260.4","-0.4","14.0","23.8","-3.0","182.6","9.9","4","Jones, D.L., Fahrig, W.F.","Can. J. Earth Sci.","1978","15","1605-1612","http://dx.doi.org/10.1139/e78-165"
"5843","i","Ungava Bay dykes","CA","","Laurentia-Nain","58.4","295.2","1267","1","6*","N","0","281.5","-7.0","6.0","125.0","2.8","193.7","4.2","3","Fahrig, W.F.","Geol. Surv. Can. Paper","1986","86-1B","65-71",""
"5918","i","Coppermine group lavas","CA","U. Section","Laurentia-Slave","67.5","244.0","1267","4","20","N","0","256.0","8.0","14.0","42.0","-2.0","168.0","9.9","2","Baragar, W.R.A., Robertson, W.A.","Can. J. Earth Sci.","1973","10","1519-1532","http://dx.doi.org/10.1139/e73-144"
"2649","i","Keewatin Mackenzie dykes","CA","","Laurentia-Slave","66.0","270.0","1267","12","94","N","0","251.0","21.6","8.2","28.7","2.5","190.2","6.3","3","Park, J.K.","Can. J. Earth Sci.","1974","11","1012-1017","http://dx.doi.org/10.1139/e74-098"
"3497","i","Mackenzie dykes","CA","","Laurentia-Slave","65.0","248.0","1267","23","34","N","0","250.8","24.7","10.2","7.0","3.8","182.7","8.1","2","Fahrig, W.F., Gaucher, E.H., Larochelle, A.","Can. J. Earth Sci.","1965","2","278-298","http://dx.doi.org/10.1139/e65-023"
"5916","i","Mackenzie dykes","CA","","Laurentia-Slave","67.0","244.0","1267","26","54","N","0","227.0","31.0","15.0","4.0","4.0","202.0","12.8","2","Robertson, W.A.","Geol. Surv. Can. Bull.","1969","167","1-51",""
"2662","i","Mackenzie diabase","CA","","Laurentia-Slave","64.0","250.0","1267","8","64","N","0","248.9","22.6","6.5","55.5","-1.0","185.0","5.1","4","Irving, E., Park, J.K., McGlynn, J.C.","Can. J. Earth Sci.","1972","9","744-755","http://dx.doi.org/10.1139/e72-061"
"3485","i","Coppermine group lavas","CA","1","Laurentia-Slave","67.0","244.0","1267","21","42","N","0","243.0","22.0","5.0","35.0","1.0","183.0","3.9","3","Baragar, W.R.A., Robertson, W.A.","Can. J. Earth Sci.","1973","10","1519-1532","http://dx.doi.org/10.1139/e73-144"
"5919","s","Coppermine group redbeds","CA","","Laurentia-Slave","67.5","244.0","1267","5","13","N","0","234.0","29.0","28.0","9.0","2.0","193.0","22.9","2","Baragar, W.R.A., Robertson, W.A.","Can. J. Earth Sci.","1973","10","1519-1532","http://dx.doi.org/10.1139/e73-144"
"3187","i","Mackenzie dykes","CA","","Laurentia-Rae","60.0","260.0","1267","14","63","N","0","251.4","27.2","3.0","37.0","3.5","193.1","4","3","Fahrig, W.F., Jones, D.L.","Can. J. Earth Sci.","1969","6","679-688","http://dx.doi.org/10.1139/e69-065"
"17","s","Douglas Peninsula formation, Pethei group","CA","LT","Laurentia-Slave","62.8","249.7","1270","10","54","N","0","233.0","41.0","4.0","125.0","6.0","202.0","3.8","3","Irving, E., McGlynn, J.C.","Geophys. JRAS","1979","58","309-336","http://dx.doi.org/10.1111/j.1365-246X.1979.tb01027.x"
"3484","i","Muskox intrusion","CA","","Laurentia-Slave","66.0","247.0","1270","40","80","N","0","238.0","34.0","6.0","13.0","6.0","191.0","5.3","3","Baragar, W.R.A., Robertson, W.A.","Can. J. Earth Sci.","1973","10","1519-1532","http://dx.doi.org/10.1139/e73-144"
"10009","i","Wedd island dyke","CA","","Laurentia-Hearne","64.1","265.4","1270","?","8*","N","0","232.9","15.7","3.3","3.7","-7.8","212.6","2.4","2","Raub, T.","PhD thesis, Yale University","2008","","175pp.",""
"5908","s","Tochatwi formation","CA","C","Laurentia-Slave","62.4","249.3","1270","5","12","N","0","249.0","29.0","13.0","35.0","4.4","184.8","11.1","1","Evans, M.E., Bingham, D.K.","Can. J. Earth Sci.","1976","13","555-562","http://dx.doi.org/10.1139/e76-059"
"2056","i","Harp dykes","CA","","Laurentia-Nain","55.0","298.0","1273","3","14","N","0","263.0","44.4","7.1","300.0","18.6","228.1","7.1","3","Irving, E., Emslie, R.F., Park, J.K.","Can. J. Earth Sci.","1977","14","1187-1201","http://dx.doi.org/10.1139/e77-109"
"10588","s","Pioneer shale","US","","Laurentia-Yavapai","34.5","249.5","1300","?","25*","R","100","21.0","-36.0","2.5","131.0","32.0","46.0","2.2","3","Scott, G.R.","EOS Trans. Am. Geophys. Union","1972","57","902",""
"2180","i","Nain anorthosite -C","CA","","Laurentia-Nain","56.5","298.2","1305","21","101","C","24","277.8","17.4","3.0","116.0","11.7","206.7","2.2","4","Murthy, G.S.","Can. J. Earth Sci.","1978","15","516-525","http://dx.doi.org/10.1139/e78-058"
"21801","i","Nain anorthosite -N","CA","","Laurentia-Nain","56.5","298.2","1305","16","78","N","0","278.1","18.2","3.7","99.6","12.3","206.6","2.8","4","Murthy, G.S.","Can. J. Earth Sci.","1978","15","516-525","http://dx.doi.org/10.1139/e78-058"
"21802","i","Nain anorthosite -R","CA","","Laurentia-Nain","56.5","298.2","1305","5","23","R","100","96.8","-15.0","4.6","274.2","10.1","206.7","3.4","3","Murthy, G.S.","Can. J. Earth Sci.","1978","15","516-525","http://dx.doi.org/10.1139/e78-058"
"100383","i","Aston formation","CA","","Laurentia-Rae","72.7","263.5","1315","5","35","N","0","261.6","0.9","13.4","33.8","-2.1","181.7","9.5","2","Fahrig, W.F., Christie, K.W., Jones, D.L.","Geol. Surv. Can. Paper","1981","81-10","303-312",""
"911","i","Cheneaux metagabbro","CA","1","Laurentia-Grenville","45.6","283.4","1325","5","15","M","?","249.0","45.0","19.3","17.9","6.0","224.0","19.4","2","Seguin, M.K., Brun, J.","Prec. Res.","1984","26","307-331","http://dx.doi.org/10.1016/0301-9268(84)90006-8"
"2608","i","Mealy Mountain anorthosites","CA","E","Laurentia-Grenville","53.0","300.0","1325","14","66","R","100","87.0","65.0","7.2","35.0","-37.9","178.3","9.1","2","Fahrig, W.F., Christie, K.W., Schwarz, E.J.","Can. J. Earth Sci.","1974","11","18-29","http://dx.doi.org/10.1139/e74-002"
"117","i","Texas granites -R","US","","Laurentia-Yavapai","39.2","264.2","1339","1","7*","R","100","249.6","49.0","11.3","51.4","4.5","209.9","12.1","2","Kodama, K.P.","Geophys. JRAS","1984","76","273-287","http://dx.doi.org/10.1111/j.1365-246X.1984.tb05045.x"
"1738","i","Labrador Trough intrusives","CA","D","Laurentia-Superior","57.0","291.0","1350","9","17","N","0","200.0","16.2","13.2","16.2","-23.0","270.0","9.8","1","Seguin, M.K., Clark, T.","Can. J. Earth Sci.","1985","22","1561-1570","http://dx.doi.org/10.1139/e85-165"
"3318","i","Arbuckle granite","US","","Laurentia-Yavapai","34.3","263.3","1360","1","15*","N","0","264.0","59.0","7.5","27.0","17.0","210.0","8.8","1","Spall, H.","Oklahoma Geol. Surv. Notes","1968","28","65-80",""
"118","i","Texas granites -N","US","","Laurentia-Yavapai","38.5","265.0","1361","1","9*","N","0","44.8","-31.9","9.5","24.3","-20.2","219.3","8","2","Kodama, K.P.","Geophys. JRAS","1984","76","273-287","http://dx.doi.org/10.1111/j.1365-246X.1984.tb05045.x"
"10026","s","Unbaked Sibley red bed","CA","","Laurentia-Superior","48.4","271.3","1370","2","13*","N","0","225.0","-2.0","38.0","12.0","-28.8","217.5","26.9","2","Pesonen, L.J.","Bull. Geol. Soc. Fin.","1979","51","27-44",""
"9080","s","Gunflint formation, hematitic -N","CA","","Laurentia-Superior","48.5","271.0","1375","1","11*","N","0","243.6","23.6","6.0","58.6","-6.6","208.6","4.6","2","Schmidt, P.W., Williams, G.E.","Tectonophys.","2003","377","7-32","http://dx.doi.org/10.1016/j.tecto.2003.08.017"
"2057","i","Harp Lake complex (thermal aureole)","CA","","Laurentia-Nain","54.8","298.6","1375","6","22","M","17","272.4","28.9","9.7","49.0","14.1","215.8","7.9","2","Irving, E., Emslie, R.F., Park, J.K.","Can. J. Earth Sci.","1977","14","1187-1201","http://dx.doi.org/10.1139/e77-109"
"6908","s","Aldridge (Prichard) formation","CA","C","Laurentia-Wyoming","49.1","244.1","1385","19","82","N","0","209.0","3.1","6.0","32.0","-33.5","208.6","4.2","2","Symons, D.T.A., Timmons, E.A.","Basement Tectonics","1992","8","373-384","http://dx.doi.org/10.1007/978-94-011-1614-5_25"
"168","s","Pilcher quartzite, basal part","US","","Laurentia-Wyoming","46.9","246.2","1385","1","11*","R","100","32.6","-34.8","6.0","58.7","-17.7","214.0","5.3","3","Elston, D.P., Bressler, S.L.","J. Geophys. Res.","1980","85","339-355","http://dx.doi.org/10.1029/JB085iB01p00339"
"9030","s","Pilcher, Garnet Range & Libby formations","US","","Laurentia-Wyoming","46.7","246.4","1385","4","76","R","100","28.4","-32.5","9.1","102.2","-19.2","215.3","7.7","5","Elston, D.P., Enkin, R.J., Baker, J., Kisilevsky, D.K.","Geol. Soc. Am. Bull.","2002","114","619-638","http://dx.doi.org/10.1130/0016-7606(2002)114<0619:TTBPSC>2.0.CO;2"
"5842","i","Korok sheets and dykes","CA","","Laurentia-Nain","58.6","294.0","1400","3","14","M","66","66.2","-7.9","8.0","24.0","-9.7","227.6","5.7","3","Fahrig, W.F.","Geol. Surv. Can. Paper","1986","86-1B","65-71",""
"396","i","Racine Lake tonalite","CA","C","Laurentia-Superior","48.1","277.0","1400","6","10","R","100","64.0","2.0","13.0","18.0","-18.0","206.0","9.5","1","Costanzo-Alvarez, V., Dunlop, D.J.","J. Geophys. Res.","1988","93","9126-9136","http://dx.doi.org/10.1029/JB093iB08p09126"
"8247","s","Firstbrook member, Gowganda formation","CA","B","Laurentia-Superior","47.3","280.2","1400","3","17","N","0","278.3","-55.3","6.0","36.6","-20.5","159.1","7.2","2","Williams, G.E., Schmidt, P.W.","Earth Plan. Sci. Lett.","1997","153","157-169","http://dx.doi.org/10.1016/S0012-821X(97)00181-7"
"8995","i","Wind River diabase dykes, group B","US","ovp.","Laurentia-Wyoming","42.4","251.5","1400","2","28","N","0","253.9","66.6","6.4","117.0","22.0","209.0","8.9","3","Harlan, S.S., Geissman, J.W., Premo, W.R.","Tectonophys.","2003","362","105-122","http://dx.doi.org/10.1016/S0040-1951(02)00633-9"
"2220","i","Montagnais dykes","CA","","Laurentia-Superior","54.7","293.3","1400","11","77","M","34","247.0","6.0","7.6","11.0","-10.0","223.0","10.8","4","Seguin, M.K.","Pure Appl. Geophys.","1975","113","435-445","http://dx.doi.org/10.1007/BF01592929"
