"RES#";"ROCK";"ROCKUNIT";"CNTRY";"COMP";"CRAT";"SLAT";"SLON";"LMA";"HMA";"ISOAGE";"AGEREF";"AGEREF2";"MET";"AGE";"B";"N";"P";"R%";"D";"I";"alfa95";"k";"PLAT";"PLON";"DP";"DM";"A95";"1";"2";"3";"4";"5";"6";"PMAGREF";"COMMENT";"RECALC"
"2078";"i";"Thessalon volcanics";"CA";NULL;"Superior-east";"46.3";"276.5";"2300";"2450";"1797-2065";"GPMDB 4.6";NULL;"s, e";"2375";"18";"73";"N";"0";"304.0";"53.9";"6.6";"28.0";"46.8";"191.3";"6.5";"9.2";"7.7";"0";"1";"1";"0";"1";"0";"Symons and O'Leary (1978)";"Ages are Rb-Sr minima.";"0"
"2079";"i";"Umfraville gabbro";"CA";NULL;"Laurentia-Grenville";"44.9";"282.2";"890";"932";"911 ± 21, 1180 ± 20";"Symons (1978)";NULL;"d, g";"911";"10";"45";"N";"100";"100.4";"44.6";"8.2";"35.9";"-11.0";"166.0";"7.0";"10.0";"8.4";"1";"1";"0";"0";"0";"0";"Symons (1978)";"Author suggests magnetization might be related to K-Ar age?";"0"
"2080";"i";"Aston Bay dykes";"CA";NULL;"Laurentia-Rae";"73.6";"264.1";"673";"773";NULL;"Heaman et al. (2002)";NULL;"corr.";"723";"3";"20";"R";"100";"95.0";"36.5";"19.9";"39.3";"-18.0";"164.4";"13.5";"23.2";"17.7";"0";"0";"1";"0";"1";"0";"Jones and Fahrig (1978)";NULL;"0"
"2081";"i";"Savage Point sills";"CA";NULL;"Laurentia-Rae";"72.6";"263.0";"1265";"1269";"1267 ± 2";"LeCheminant and Heaman (1989)";NULL;"g";"1267";"6";"43";"N";"0";"260.4";"-0.4";"14.0";"23.8";"-3.0";"182.6";"7.0";"14.0";"9.9";"1";"1";"1";"0";"1";"0";"Jones and Fahrig (1978)";NULL;"0"
"2082";"s";"Pearson formation";"CA";"A";"Slave";"62.6";"249.5";"1866";"1874";"1870 ± 4";"Davis and Bleeker (2007)";NULL;"corr., g";"1870";"12";"52";"R";"100";"329.0";"-8.0";"10.0";"21.0";"-19.0";"283.0";"5.0";"10.0";"7.1";"1";"1";"1";"0";"1";"0";"McGlynn and Irving (1978)";"Age by correlation with Mara River sill at 1870 ± 4 Ma.";"0"
"2083";"s";"Pearson formation";"CA";"B";"Slave";"62.6";"249.5";"1780";"1880";NULL;"Bowring et al. (1984)";NULL;"s";"1830";"2";"8*";"R";"100";"284.0";"-3.0";"32.0";"64.0";"-5.0";"326.0";"16.0";"32.0";"22.6";"0";"0";"1";"0";"1";"0";"McGlynn and Irving (1978)";"Age 1700-1800 Ma?";"0"
"2084";"s";"Pearson formation";"CA";"C";"Laurentia-Slave";"62.6";"249.5";"1700";"1800";NULL;"Davis and Bleeker (2007)";"Mitchell et al. (2010)";"s";"1750";"7";"23";"R";"100";"321.0";"-48.0";"8.0";"59.0";"6.0";"283.0";"7.4";"10.8";"8.9";"0";"0";"1";"0";"1";"0";"McGlynn and Irving (1978)";"Likely Coronation overprint.";"0"
"2085";"s";"Pearson formation";"CA";"D";"Laurentia-Slave";"62.6";"249.5";"1000";"1200";NULL;"APWP";NULL;"a, m";"1100";"10";"43";"N";"0";"269.0";"49.0";"10.0";"26.0";"27.0";"177.0";"8.7";"13.2";"10.0";"0";"1";"1";"0";"1";"0";"McGlynn and Irving (1978)";"Age ca. 1100 Ma suggested.";"0"
"2086";"i";"Lower Gardar lavas, Eriksfjord formation -C";"DK";"L -C";"Greenland / Gardar";"61.0";"314.5";"1275";"1307";"1291 ± 61, 1291 ± 31, 1299 ± 17";"Blaxland et al. (1978)";NULL;"f, s";"1291";"7";"34";"C";"29";"260.0";"25.0";"13.1";"22.0";"7.1";"239.0";"7.6";"14.1";"10.4";"1";"1";"1";"0";"1";"1";"Piper (1977a)";NULL;"0"
"2094";"m";"Kaellinghaetten Nagssug Gneiss";"DK";NULL;"Greenland / Nagssugtoqidian";"66.9";"306.5";"1600";"1850";NULL;"APWP";NULL;"a, m";"1725";"5";"40";"R";"100";"185.2";"65.9";"8.7";"79.0";"25.3";"302.4";"11.5";"14.1";"12.7";"0";"1";"1";"0";"0";"0";"Beckmann et al. (1977)";"Corrected for anisotropy.";"0"
"2095";"m";"Nordre Strømfjord Nagssug gneiss";"DK";NULL;"Greenland / Nagssugtoqidian";"68.0";"308.0";"1600";"1850";NULL;"APWP";NULL;"a, m";"1725";"7";"56";"R";"100";"220.8";"64.2";"10.9";"32.0";"27.7";"276.6";"13.8";"17.3";"15.5";"0";"1";"1";"0";"0";"0";"Beckmann et al. (1977)";NULL;"0"
"2101";"i";"Colorado intrusive rocks";"US";"III";"Laurentia-Yavapai";"38.5";"254.5";"485";"704";"485-704";"GPMDB 4.6";NULL;"d,e/f";"595";"7";"10";"M";"86";"159.0";"-2.0";"16.0";"15.0";"48.0";"107.0";"8.0";"16.0";"11.3";"0";"0";"1";"0";"0";"1";"French et al. (1977)";NULL;"0"
"2102";"i";"Colorado intrusive rocks";"US";"I";"Laurentia-Yavapai";"38.5";"254.5";"485";"704";"485-704";"GPMDB 4.6";NULL;"d,e/f";"595";"12";"38";"M";"75";"116.0";"13.0";"10.0";"22.0";"15.0";"142.0";"5.2";"10.2";"7.3";"0";"1";"1";"0";"0";"1";"French et al. (1977)";NULL;"0"
"2103";"i";"Colorado intrusive rocks";"US";"II";"Laurentia-Yavapai";"38.5";"254.8";"485";"704";"485-704";"GPMDB 4.6";NULL;"d,e/f";"595";"9";"11";"M";"33";"88.0";"-21.0";"8.0";"39.0";"5.0";"174.0";"4.4";"8.4";"6.1";"0";"0";"1";"0";"0";"1";"French et al. (1977)";NULL;"0"
"2104";"i";"BD0 dykes";"DK";NULL;"Greenland / Gardar";"60.8";"313.7";"1278";"1287";"1283 +4/-5";"Upton et al. (2003)";NULL;"g";"1283";"2";"14*";"N";"0";"272.2";"20.9";"13.8";"329.0";"10.5";"227.1";"7.6";"14.5";"10.5";"1";"0";"1";"0";"1";"0";"Piper and Stearn (1977)";"Ca. 1280 Ma, three U-Pb ages, see Upton et al. (2003).";"0"
"2105";"i";"Gardar NE-SW dyke swarms";"DK";NULL;"Greenland / Gardar";"60.8";"313.7";"1155";"1189";"1160 ± 5, 1184 ± 5";"Upton et al. (2003)";NULL;"corr., g";"1172";"47";"264";"N";"0";"289.6";"50.6";"4.5";"22.0";"36.5";"223.9";"4.1";"6.1";"5.0";"1";"1";"1";"0";"1";"0";"Piper and Stearn (1977)";"Correlated with NE-SW dykes in eastern Gardar.";"0"
"2106";"i";"Gardar dolerite dykes";"DK";NULL;"Greenland / Gardar";"61.2";"311.7";"1236";"1251";"1236-1251";"GPMDB 4.6";NULL;"f";"1244";"24";"138";"N";"0";"291.5";"-3.3";"9.4";"11.0";"8.7";"201.7";"4.7";"9.4";"6.6";"1";"1";"1";"0";"1";"0";"Piper and Stearn (1977)";NULL;"0"
"2107";"i";"Kungnat ring dyke";"DK";NULL;"Greenland / Gardar";"61.2";"311.7";"1273";"1277";"1275.2 ± 1.8";"Upton et al. (2003)";NULL;"g";"1275";"4";"18";"N";"0";"292.0";"-15.4";"4.3";"455.0";"3.4";"198.7";"2.3";"4.4";"3.2";"1";"0";"1";"0";"1";"0";"Piper and Stearn (1977)";NULL;"0"
"2108";"i";"Gardar lamprophyre dykes";"DK";NULL;"Greenland / Gardar";"61.2";"311.7";"1227";"1249";"1227-1249";"GPMDB 4.6";NULL;"f";"1238";"9";"51";"N";"0";"284.8";"-8.6";"10.0";"28.0";"3.2";"206.4";"5.1";"10.1";"7.2";"1";"1";"1";"0";"1";"0";"Piper and Stearn (1977)";NULL;"0"
"2126";"s";"Harbour Main group";"CA";"A";"West Avalonia";"47.5";"307.0";"610";"770";NULL;"GPMDB 4.6";NULL;"s";"690";"7";"22";"N";"0";"317.0";"22.0";"6.3";"92.0";"39.1";"186.4";"3.6";"6.7";"4.9";"0";"0";"0";"0";"1";"0";"Seguin and Giasson (1987)";NULL;"0"
"2131";"i";"Giant gabbro dykes of Tugtutôg";"DK";NULL;"Greenland / Gardar";"60.9";"313.7";"1161";"1167";"1163 ± 2,  1165.7 ± 1.2";"Buchan et al. (2001)";NULL;"f";"1164";"13";"73";"N";"0";"292.2";"56.5";"7.6";"30.0";"42.3";"226.1";"8.0";"11.1";"9.4";"1";"1";"1";"0";"1";"0";"Piper (1977b)";"Mixed polarity from the original article. Ages from Buchan et al. (2001) and Upton et al. (2003).";"0"
"2132";"i";"Hviddal giant dyke";"DK";NULL;"Greenland / Gardar";"60.9";"313.7";"1179";"1189";"1184 ± 5";"Upton et al. (2003)";NULL;"g";"1184";"7";"38";"N";"0";"294.3";"42.7";"9.8";"38.0";"33.2";"215.3";"7.6";"12.2";"9.6";"1";"1";"1";"0";"1";"0";"Piper (1977b)";NULL;"0"
"2133";"i";"Narssaq gabbro";"DK";NULL;"Greenland / Gardar";"60.9";"313.8";"1153";"1171";"1162 ± 9";"GPMDB 4.6";NULL;"f";"1162";"4";"22";"N";"0";"285.3";"46.8";"9.4";"97.0";"31.6";"225.4";"7.8";"12.1";"9.7";"1";"0";"1";"0";"1";"0";"Piper (1977b)";NULL;"0"
"2134";"i";"Listed dyke";"DK";"char.";"Baltica-Rest";"55.1";"15.1";"885";"985";NULL;"APWP";NULL;"a, s";"935";"1";"32*";"N";"0";"306.6";"-13.8";"4.1";"38.9";"13.8";"250.1";"2.1";"4.2";"3.0";"0";"1";"1";"0";"1";"0";"Abrahamsen (1977)";"Combined  5700-5701.";"0"
"2135";"i";"Bornholm Vaseå dyke";"DK";NULL;"Baltica-Rest";"55.1";"15.1";"1100";"1400";NULL;"GPMDB 4.6";NULL;"s, m";"1250";"1";"3*";"N";"0";"80.6";"-44.2";"8.9";"27.6";"-16.0";"127.8";"6.3";"10.0";"7.9";"0";"0";"1";"0";"1";"0";"Abrahamsen (1977)";NULL;"0"
"2143";"s";"Sayunei formation, Rapitan group";"CA";"X";"Laurentia-Mackenzie";"63.5";"233.0";"650";"750";NULL;"GPMDB 4.6";NULL;"s";"700";"19";"1000";"N";"0";"220.0";"26.0";"5.0";"54.0";"-7.0";"194.0";"2.9";"5.4";"4.0";"0";"1";"0";"0";"1";"0";"Morris (1977a)";"Oldest component";"0"
"2145";"s";"Sayunei formation, Rapitan group";"CA";"Z";"Laurentia-Mackenzie";"63.5";"233.0";"600";"750";NULL;"GPMDB 4.6";NULL;"s";"675";"17";"1000";"N";"0";"267.0";"15.0";"4.0";"76.0";"5.0";"149.0";"2.1";"4.1";"2.9";"0";"1";"0";"0";"1";"0";"Morris (1977a)";NULL;"0"
"2146";"s";"Gowganda and Chibougamau formation";"CA";"A";"Superior-east";"48.0";"281.0";"2220";"2450";NULL;"Bekker et al. (2006a)";NULL;"s";"2335";"11";"63*";"N";"0";"30.0";"54.0";"4.3";"21.0";"64.0";"31.0";"4.2";"6.0";"5.0";"0";"1";"0";"1";"1";"0";"Morris (1977b)";"Above Copper Cliff rhyolites at ca. 2450 Ma; cut by Nipissing diabase at ca. 2220 Ma.";"0"
"2147";"s";"Gowganda and Chibougamau formation";"CA";"B";"Superior-east";"48.0";"281.0";"1800";"1900";"2288 ± 87";"APWP";"Morris (1977)";"a, e/f";"1850";"23";"174";"N";"0";"336.0";"68.0";"3.9";"13.7";"74.0";"209.0";"5.5";"6.5";"6.0";"0";"1";"0";"0";"1";"0";"Morris (1977b)";NULL;"0"
"2149";"m";"Superior Province dykes comb., W directions";"CA";NULL;"Superior-east";"48.0";"280.0";"2167";"2171";"2167.8 ± 2.2, 2171.6 ± 1.2";"Halls and Davis (2004)";NULL;"g";"2169";"12";"115";"R";"0";"267.0";"63.0";"4.0";"117.0";"30.0";"225.0";"5.1";"6.4";"5.7";"1";"1";"1";"1";"1";"0";"Irving and Naldrett (1977)";"Ages 2167.8 ± 2.2 Ma (Hemlo W side) and 2171.6 ± 1.2 Ma (Wawa W side).";"0"
"2150";"i";"Archean gabbro";"CA";NULL;"Superior-east";"48.2";"279.5";"2500";"3000";NULL;"GPMDB 4.6";NULL;"s";"2750";"1";"4*";"R";"100";"189.0";"-23.0";"17.0";"5.1";"52.7";"85.1";"9.6";"18.1";"13.2";"0";"0";"1";"1";"0";"0";"Irving and Naldrett (1977)";NULL;"0"
"2151";"i";"Dundonald sill";"CA";NULL;"Superior-east";"48.6";"279.1";"2650";"2690";"2701.1 ± 1.4, 2698.6 ± 1.3, 2703.1 ± 1.2";"APWP";"Hathway et al. (2008)";"s, g";"2670";"5";"16";"R";"100";"269.0";"32.0";"18.0";"19.0";"-13.0";"21.0";"12.1";"20.3";"15.7";"1";"0";"1";"0";"1";"0";"Irving and Naldrett (1977)";"Age for Kamiskotia complex applied here.";"0"
"2152";"s";"Kamiskotia complex";"CA";NULL;"Superior-east";"48.5";"278.4";"2650";"2690";"2701.1 ± 1.4, 2698.6 ± 1.3, 2703.1 ± 1.2";"Hathway et al. (2008)";NULL;"s, g";"2670";"7";"26";"R";"100";"289.0";"23.0";"5.0";"144.0";"-21.0";"2.0";"2.9";"5.4";"4.0";"1";"1";"1";"1";"0";"0";"Irving and Naldrett (1977)";"Isotopic ages by Hathway et al. (2008). Maybe slightly younger.";"0"
"2153";"i";"Matachewan dykes";"CA";NULL;"Superior-east";"48.2";"279.5";"2445";"2475";"2446 ± 3, 2459 ± 5, 2473 +16/-9";"Heaman (1997)";"Halls et al. (2005)";"g";"2454";"10";"57";"M";"90";"207.0";"-16.0";"7.0";"54.0";"44.0";"60.0";"5.0";"5.0";"5.0";"1";"1";"1";"1";"1";"1";"Irving and Naldrett (1977)";"See also 3490 and 3492.";"0"
"2154";"s";"Munro formation";"CA";NULL;"Superior-east";"48.6";"279.8";"2600";"3000";NULL;"GPMDB 4.6";NULL;"s";"2800";"1";"22*";"R";"0";"178.0";"-12.0";"6.0";"24.0";"47.0";"103.0";"5.0";"5.0";"5.0";"0";"0";"1";"0";"1";"0";"Irving and Naldrett (1977)";NULL;"0"
"2155";"i";"Arvonian ignimbrites and tuffs";"UK";NULL;"East Avalonia";"52.5";"357.2";"650";"1000";NULL;"GPMDB 4.6";NULL;"s";"825";"6";"36";"R";"100";"156.0";"-34.0";"38.0";"4.1";"51.3";"215.3";"24.8";"43.4";"32.8";"0";"0";"0";"0";"1";"0";"Lomax and Briden (1977)";NULL;"0"
"2156";"i";"Gwna group, Mona complex";"UK";NULL;"East Avalonia";"52.5";"357.2";"400";"800";NULL;"GPMDB 4.6";NULL;"s";"600";"5";"29";"N";"0";"255.0";"80.0";"18.0";"19.5";"44.1";"330.7";"33.0";"34.5";"33.7";"0";"0";"0";"0";"1";"0";"Lomax and Briden (1977)";"Magnetization secondary.";"0"
"2167";"m";"Kaminak metamorphosed dykes";"CA";NULL;"Laurentia-Hearne";"62.2";"265.0";"1615";"1892";"1615-1892";"GPMDB 4.6";NULL;"d";"1754";"22";"94";"N";"0";"176.0";"65.0";"4.0";"55.0";"-20.4";"87.9";"5.3";"6.5";"5.9";"0";"1";"1";"0";"0";"0";"Christie et al. (1975)";NULL;"0"
"2168";"i";"Kaminak unmetamorphosed dykes";"CA";NULL;"Hearne";"62.2";"265.0";"2497";"2499";"2497.6 ± 1.1";"Sandeman et al. (2013)";NULL;"g";"2498";"3";"15";"N";"0";"205.0";"3.0";"24.0";"12.0";"23.8";"57.7";"12.0";"24.0";"17.0";"1";"0";"1";"0";"1";"0";"Christie et al. (1975)";NULL;"0"
"2169";"i";"Kaminak lamprophyre dykes";"CA";NULL;"Laurentia-Hearne";"62.2";"265.0";"1700";"1800";"1690, 2071";"GPMDB 4.6";NULL;"m, d, s";"1750";"6";"31";"N";"0";"174.0";"78.0";"10.0";"33.0";"40.9";"267.2";"18.8";"19.0";"18.9";"0";"1";"1";"0";"1";"0";"Christie et al. (1975)";NULL;"0"
"2173";"i";"Sudbury dykes";"CA";"ovp.";"Laurentia-Grenville";"46.1";"278.5";"900";"1100";"1235 +7/-3";"Dudàs et al. (1994)";NULL;"a, g";"1000";"23";"92";"R";"100";"111.2";"26.5";"7.9";"20.3";"3.7";"163.4";"6.3";"6.3";"6.3";"0";"1";"1";"0";"1";"0";"Palmer et al. (1977)";"Permanent link (doi) not working.";"0"
"2174";"i";"Sudbury dykes";"CA";"Primary";"Laurentia-Grenville";"46.3";"278.6";"1232";"1242";"1235 +7/-3";"Dudàs et al. (1994)";NULL;"g";"1235";"38";"152";"N";"0";"264.8";"1.7";"4.7";"27.5";"-2.9";"193.9";"3.3";"3.3";"3.3";"1";"1";"1";"1";"1";"0";"Palmer et al. (1977)";"Permanent link (doi) not working.";"0"
"2175";"i";"Sudbury dykes (comb.)";"CA";NULL;"Laurentia-Grenville";"46.3";"278.6";"1232";"1242";"1235 +7/-3";"Dudàs et al. (1994)";NULL;"g";"1237";"52";"205";"N";"0";"265.2";"2.3";"3.5";"11.7";"-2.5";"192.8";"2.5";"2.5";"2.5";"1";"1";"1";"1";"1";"0";"Palmer et al. (1977)";"Combined 2174 and 3407. Permanent link (doi) not working.";"0"
"2178";"s";"Groupe de Char formation";"MR";"I";"West Africa";"20.3";"346.9";"1100";"1400";"1019 ± 32";"Perrin et al. (1988)";NULL;"a, e";"1250";"5";"23";"N";"0";"34.0";"61.0";"6.0";"160.0";"54.0";"32.0";"7.0";"9.2";"8.0";"0";"0";"1";"0";"1";"0";"Morris and Carmichael (1978)";"Detrital component.";"0"
"2179";"s";"Groupe de Char formation";"MR";"S";"West Africa";"20.3";"346.9";"987";"1051";"1019 ± 32";"Perrin et al. (1988)";NULL;"a, e";"1019";"5";"25";"N";"0";"336.0";"37.0";"11.0";"36.0";"-67.0";"82.0";"7.6";"12.9";"9.9";"0";"1";"1";"0";"1";"0";"Morris and Carmichael (1978)";NULL;"0"
"2180";"i";"Nain anorthosite -C";"CA";NULL;"Laurentia-Nain";"56.5";"298.2";"1290";"1320";"1305 ± 15";"GPMDB 4.6";NULL;"g";"1305";"21";"101";"C";"24";"277.8";"17.4";"3.0";"116.0";"11.7";"206.7";"1.6";"3.1";"2.2";"1";"1";"1";"0";"0";"1";"Murthy (1978)";"Pole recalculated from site position and direction.";"1"
"2181";"m";"Thanet gabbro";"CA";"A1";"Laurentia-Grenville";"44.9";"282.2";"1000";"1050";"1202 ± 10";"GPMDB 4.6";NULL;"a, c";"1025";"5";"26";"N";"0";"90.9";"61.7";"3.1";"593.0";"-28.0";"158.4";"3.7";"4.8";"4.2";"1";"1";"1";"0";"0";"0";"Buchan (1978)";"Possible TRM, but considered late Grenvillian.";"0"
"2182";"m";"Thanet gabbro";"CA";"A2";"Laurentia-Grenville";"44.9";"282.2";"900";"1100";"1202 ± 10";"GPMDB 4.6";NULL;"a, c";"1000";"5";"19";"N";"0";"77.6";"55.2";"6.2";"151.0";"-32.3";"172.0";"5.8";"9.2";"7.3";"0";"0";"1";"0";"0";"0";"Buchan (1978)";"Low temperature CRM. Grenvillian overprint.";"0"
"2183";"m";"Thanet gabbro";"CA";"B";"Laurentia-Grenville";"44.9";"282.2";"700";"900";"1202 ± 10";"APWP";"Berger and York (1981)";"a, c";"800";"8";"18";"N";"0";"307.6";"-13.3";"11.7";"9.6";"20.3";"159.3";"8.0";"11.3";"9.5";"0";"0";"1";"0";"0";"0";"Buchan (1978)";"Low-T CRM. APWP age applied.";"0"
"2187";"i";"Dolerite intrusion, east of Protogine Zone";"SE";NULL;"Baltica-Rest";"57.3";"15.3";"870";"995";"870-995";"GPMDB 4.6";NULL;"e/f";"932";"7";"43";"M";"43";"311.9";"-27.1";"17.8";"12.4";"7.7";"242.9";"10.5";"19.4";"14.3";"0";"0";"1";"0";"1";"1";"Patchett and Bylund (1977)";NULL;"0"
"2220";"i";"Montagnais dykes";"CA";NULL;"Laurentia-Superior";"54.7";"293.3";"1300";"1500";"1146 ± 61, 1255 ± 52";"APWP";NULL;"a, m, d";"1400";"11";"77";"M";"34";"247.0";"6.0";"7.6";"11.0";"-10.0";"223.0";"7.7";"15.2";"10.8";"0";"1";"1";"0";"1";"1";"Seguin (1975)";"Age inferred from APWP, older than isotopic age suggests.";"0"
"2229";"i";"Sudbury dykes";"CA";NULL;"Laurentia-Superior";"46.9";"279.8";"1232";"1242";"1235 +7/-3";"Dudàs et al. (1994)";NULL;"g";"1237";"3";"14";"N";"0";"267.0";"13.0";"13.0";"85.0";"3.0";"196.0";"7.0";"14.0";"9.9";"1";"0";"1";"0";"1";"0";"Stupavsky and Symons (1982a)";NULL;"0"
"2230";"i";"Sudbury irruptive";"CA";"1";"Laurentia-Superior";"46.5";"278.5";"1849";"1850";"1200-1800";"Krogh et al. (1984)";NULL;"d, e/f";"1850";"5";"10";"N";"0";"257.8";"61.4";NULL;NULL;"22.0";"227.3";NULL;NULL;NULL;"1";"0";"0";"0";"0";"0";"Larochelle (1969)";"Sectors 1-11 sampled clockwise around irruptive. Age information from pers. comm. with D.W. Davis.";"0"
"2231";"i";"Cloud Mountain basalt";"CA";NULL;"West Avalonia";"50.5";"303.8";"595";"615";;"GPMDB 4.6";NULL;"corr.";"605";"3";"10*";"R";"100";"127.0";"36.5";"3.5";"260.0";"-5.0";"352.0";"2.0";"4.0";"2.8";"0";"0";"0";"0";"1";"0";"Deutsch and Rao (1977)";"Correlated with Long Range dykes (605 ± 10 Ma).";"0"
"2242";"m";"Haliburton intrusions";"CA";"A";"Laurentia-Grenville";"45.0";"281.4";"930";"1030";"980 ± 10";"GPMDB 4.6";NULL;"c";"980";"15";"42";"N";"0";"272.2";"-72.5";"6.3";"37.6";"-35.6";"142.5";"10.0";"11.1";"10.5";"0";"1";"1";"0";"0";"0";"Buchan and Dunlop (1976)";"Component A>C>B.";"0"
"2243";"m";"Haliburton intrusions";"CA";"B";"Laurentia-Grenville";"45.0";"281.5";"770";"870";NULL;"APWP";NULL;"a, m";"820";"8";"11";"N";"0";"299.9";"10.3";"15.7";"9.4";"24.5";"172.3";"8.0";"15.9";"11.3";"0";"0";"1";"0";"0";"0";"Buchan and Dunlop (1976)";"Component A>C>B.";"0"
"2244";"m";"Haliburton intrusions";"CA";"C";"Laurentia-Grenville";"45.0";"281.5";"850";"950";NULL;"APWP";NULL;"a, m";"900";"6";"10";"R";"100";"105.4";"34.7";"6.6";"53.5";"-3.0";"167.4";"4.6";"7.6";"5.9";"0";"0";"1";"0";"0";"0";"Buchan and Dunlop (1976)";"Component A>C>B. K-Ar on biotite 900Ma suggests age.";"0"
"2260";"i";"Indian Head anorthosite";"CA";NULL;"Appalachians";"48.5";"301.5";"875";"905";"890 ± 15, 830 ± 42";"Dallmeyer (1978)";NULL;"c, d";"890";"5";"21";"N";"0";"311.0";"-58.5";"14.0";"30.0";"-8.0";"157.5";"15.0";"20.0";"17.3";"1";"0";"1";"0";"0";"0";"Murthy and Rao (1976)";"Age of 900 ± 45 Ma for intrusion into body.";"0"
"2261";"i";"Steel Mountain anorthosite";"CA";NULL;"Appalachians";"48.5";"301.5";"900";"1100";NULL;"GPMDB 4.6";NULL;"corr.";"1000";"7";"28";"R";"100";"163.0";"32.5";"13.0";"22.0";"22.5";"139.0";"8.0";"14.0";"10.6";"0";"1";"1";"0";"0";"0";"Murthy and Rao (1976)";NULL;"0"
"2263";"i";"Nipissing diabase, Abitibi dykes (comb.)";"CA";"CA";"Superior-east";"48.0";"280.0";"1800";"1900";NULL;"APWP";NULL;"a, m";"1850";"1";"81*";"M";"?";"272.0";"73.0";"22.0";"10.2";"40.0";"240.0";"35.0";"39.3";"10.9";"0";"0";"1";"1";"1";"1";"Roy and Lapointe (1976)";"Combined GPMDB entries 2267, 2483, 2620, 2804, 3464 and 3491.";"0"
"2264";"i";"Nipissing diabase, Abitibi dykes (comb.)";"CA";"DA";"Superior-east";"48.0";"280.0";"2215";"2223";"2162 ± 27, 2155 ± 80, 2180, 2219 ± 4";"Andrews et al. (1986)";"Noble and Lightfoot (1992)";"g, e";"2219";"1";"40*";"N";"0";"8.0";"-43.0";"15.1";"16.8";"-17.0";"272.0";"11.6";"18.8";"10.9";"1";"1";"1";"0";"1";"0";"Roy and Lapointe (1976)";"2219 ± 4 is U-Pb age, other ages are Rb-Sr. Combined 2482, 2620, 2804, 3071, 3417, 3465 and 3466.";"0"
"2265";"s";"Coleman member, Gowganda formation";"CA";NULL;"Superior-east";"47.4";"280.3";"2220";"2450";NULL;"Bekker et al. (2006a)";NULL;"s";"2335";"1";"7*";"N";"0";"10.0";"34.0";"14.2";"19.0";"60.0";"80.0";"16.2";"9.3";"12.3";"0";"0";"1";"0";"1";"0";"Roy and Lapointe (1976)";"Above Copper Cliff rhyolites at ca. 2450 Ma; cut by Nipissing diabase at ca. 2220 Ma.";"0"
"2266";"s";"Firstbrook member, Gowganda formation";"CA";NULL;"Superior-east";"47.4";"280.3";"1800";"1900";"2288 ± 87";"Roy and Lapointe (1976)";NULL;"a, e/f";"1850";"8";"56";"N";"0";"337.0";"52.0";"7.9";"49.0";"67.0";"158.0";"7.8";"11.2";"9.3";"0";"1";"1";"0";"1";"0";"Roy and Lapointe (1976)";NULL;"0"
"2267";"i";"Nipissing diabase";"CA";"C";"Superior-east";"47.4";"280.3";"1800";"1900";NULL;"APWP";NULL;"a, m";"1850";"18";"110";"N";"0";"259.0";"82.0";"5.4";"42.0";"42.0";"258.0";"11.0";"11.0";"11.0";"0";"1";"1";"1";"1";"0";"Roy and Lapointe (1976)";NULL;"0"
"2268";"i";"Nipissing diabase";"CA";"D";"Superior-east";"47.4";"280.3";"1800";"2000";"2155 ± 80, 2162 ± 27, 2219 ± 4";"Andrews et al. (1986)";"Noble and Lightfoot (1992)";"a, e, g";"1900";"3";"18";"R";"100";"17.0";"-44.0";"5.5";"503.0";"-15.0";"264.0";"4.3";"6.9";"5.4";"0";"0";"1";"0";"1";"0";"Roy and Lapointe (1976)";"Probably younger than isotopic age suggests.";"0"
"2269";"i";"Nipissing diabase";"CA";"E";"Laurentia-Superior";"47.4";"280.3";"930";"1130";"2155 ± 80, 2162 ± 27, 2219 ± 4";"Roy and Lapointe (1976)";NULL;"m, e, g";"1030";"9";"45";"N";"0";"271.0";"-26.0";"14.4";"14.0";"-9.0";"180.0";"8.4";"15.6";"11.4";"0";"1";"1";"0";"1";"0";"Roy and Lapointe (1976)";"Probably a Keweenawan overprint, age inferred from APWP.";"0"
"2270";"s";"Tochatwi formation";"CA";"A";"Slave";"62.4";"249.3";"1866";"1886";"1870 ± 4, 1882 ± 4";"Davis and Bleeker (2007)";NULL;"corr.";"1876";"8";"28";"M";"75";"30.0";"-11.0";"15.0";"14.0";"-18.0";"217.0";"7.7";"15.2";"10.8";"1";"1";"0";"1";"1";"1";"Evans and Bingham (1976)";"Age by correlation across Slave: older than 1870 ± 4 Ma; younger than 1882 ± 4 Ma.";"0"
"2271";"i";"Mistastin pluton";"CA";NULL;"Laurentia-Rae";"55.6";"296.3";"1400";"1450";"1420, 1317 ± 30";"Emslie and Stirling (1993)";NULL;"g";"1420";"7";"35";"M";"87";"93.5";"7.0";"8.8";"48.5";"-1.0";"201.5";"4.4";"8.8";"7.6";"1";"1";"0";"0";"0";"1";"Fahrig and Jones (1976)";"Age according to J.C. Roddick in Emslie and Stirling (1973).";"0"
"2272";"s";"Stark formation -C";"CA";NULL;"Slave";"62.4";"249.3";"1866";"1886";"1870 ± 4, 1882 ± 4";"Davis and Bleeker (2007)";NULL;"corr.";"1876";"39";"120";"C";"52";"33.6";"-15.2";"6.7";"12.6";"-15.3";"214.7";"3.5";"6.9";"4.9";"1";"1";"1";"0";"1";"1";"Bingham and Evans (1976)";"Age by correlation across Slave: older than 1870 ± 4 Ma; younger than 1882 ± 4 Ma.";"0"
